Specimen|Name|Speed|odds|dna|Life|incubMin|atk1|atk1p|atk2|atk2p|bank|unlockattack|Type|reciper|abilities|abilityPct1|abilityPct2|orbSlots
Specimen_CC_06| El Gringo|100|20| CC|1395|60| 238| 454| 134:AOE| 203:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| PVP| CC_06x[A-F][A-F]_*+CC_06x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-20|-25| n;n;s
Specimen_CD_06| Sir Puggington|290|20| CD|2868|60| 699| 1049| 699| 1049|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_06x[A-F][A-F]_*+CD_06x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|37| n;n;s
Specimen_CE_06| Iron Eagle|160|20| CE|1337|60| 328| 493| 328| 318:AOE|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| CE_06x[A-F][A-F]_*+CE_06x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CF_06| Uncle Sam|270|0| CF|3469|120| 1197| 1856| 1197| 1856|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| SEASONAL| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_DA_06| Tricera Tank|310|20| DA|1973|60| 758| 1137| 758| 1137|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_06x[A-F][A-F]_*+DA_06x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_DB_06| Breaver|140|20| DB|1253|60| 271| 407| 271| 407|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_06x[A-F][A-F]_*+DB_06x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_DC_06| Grannyvore|270|20| DC|2130|60| 633| 951| 633| 951|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_06x[A-F][A-F]_*+DC_06x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|38| n;n;s
Specimen_DD_06| Kangaboo|140|20| DD|1566|60| 339| 509| 214:AOE| 335:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| PVP| DD_06x[A-F][A-F]_*+DD_06x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_DE_06| Darwin|170|0| DE|3315|60| 718| 1088| 718| 1088|42| 1:1:d;2:5:e;2p:15:e;1p:10:d| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|22|38| n;n;s
Specimen_DF_06| Saber|190|0| DF|3187|60| 848| 1272| 848| 1272|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_EA_06| Krunk|240|20| EA|1803|60| 568| 853| 568| 853|42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_06x[A-F][A-F]_*+EA_06x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EB_06| Garlog|225|0| EB|1963|60| 861| 1316| 861| 1316|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| GACHA| | 1:ability_strengthen;2:ability_strengthen_plus|30|45| n;n;s
Specimen_EC_06| Zeus|90|0| EC|940|60| 471| 639| 471| 639|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| GACHA| | 1:ability_strengthen;2:ability_strengthen_plus|25|40| n;n;s
Specimen_ED_06| Kitty Perry|150|20| ED|1227|60| 311| 466| 311| 466|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_06x[A-F][A-F]_*+ED_06x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EE_06| Rakkti Queen|200|20| EE|2033|60| 510| 765| 294:AOE| 440:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_06x[A-F][A-F]_*+EE_06x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|35| n;n;s
Specimen_EF_06| Mandor|170|20| EF|1417|60| 489| 734| 489| 734|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_06x[A-F][A-F]_*+EF_06x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|22|40| n;n;s
Specimen_FA_06| Lily|170|0| FA|2247|60| 536| 804| 536| 804|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| GACHA| | 1:ability_weaken;2:ability_weaken_plus|-20|-45| n;n;s
Specimen_FB_06| Sorceress|100|20| FB|1145|60| 248| 522| 248| 522|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_06x[A-F][A-F]_*+FB_06x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-20| n;n;s
Specimen_FC_06| Wind Spirit|80|20| FC|655|60| 196| 263| 196| 263|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| HEROIC| FC_06x[A-F][A-F]_*+FC_06x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-30|-50| n;n;n;s
Specimen_FD_06| Kung Chow|240|20| FD|1706|60| 512| 769| 512| 769|42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_06x[A-F][A-F]_*+FD_06x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-17|-26| n;n;s
Specimen_FE_06| Puppetron|210|20| FE|1685|60| 440| 714| 440| 714|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_06x[A-F][A-F]_*+FE_06x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-13|-22| n;n;s
Specimen_FF_06| Namaste|167|20| FF|1716|60| 416| 628| 284:AOE| 495:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_06x[A-F][A-F]_*+FF_06x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-19|-30| n;n;s
Specimen_A_06| No Name|300|0| A|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| SEASONAL| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_06| No Name|300|0| B|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| SEASONAL| | 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_C_06| No Name|300|0| C|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| SEASONAL| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_06| No Name|300|0| D|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| SEASONAL| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_06| No Name|300|0| E|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| SEASONAL| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_F_06| No Name|300|0| F|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AA_07| Project 3V3|110|20| AA|1235|60| 274| 715| 156:AOE| 411:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_07x[A-F][A-F]_*+AA_07x[A-F]_*| 1:ability_shield;2:ability_shield_plus|25|50| n;n;s
Specimen_AB_07| Crusher|250|0| AB|3210|60| 979| 1872| 979| 1872|42| 1:1:a;2:5:b;2p:15:b;1p:10:a| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus|30|45| n;n;s
Specimen_AC_07| Robo Fuerte|250|0| AC|2181|60| 856| 1284| 856| 1284|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| GACHA| | 1:ability_slash;2:ability_slash_plus|-30|-50| n;n;s
Specimen_AD_07| Fuel Wasp|130|20| AD|2211|60| 266| 400| 266| 400|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_07x[A-F][A-F]_*+AD_07x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|40| n;n;s
Specimen_AE_07| Alfie|300|20| AE|1722|60| 787| 1183| 787| 1183|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| AE_07x[A-F][A-F]_*+AE_07x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_AF_07| Bounda|300|20| AF|2155|60| 824| 1237| 824| 1237|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| HEROIC| AF_07x[A-F][A-F]_*+AF_07x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-25|-35| n;n;n;s
Specimen_BA_07| Peekaboo|165|20| BA|2042|60| 374| 662| 374| 662|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_07x[A-F][A-F]_*+BA_07x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|55| n;n;s
Specimen_BB_07| Necroparasyte|150|20| BB|2219|60| 308| 461| 175:AOE| 265:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_07x[A-F][A-F]_*+BB_07x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|55| n;n;s
Specimen_BC_07| Muddypeat|220|20| BC|1752|60| 694| 1013| 694| 1013|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_07x[A-F][A-F]_*+BC_07x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-18|-33| n;n;s
Specimen_BD_07| The Primal|180|0| BD|2622|60| 516| 974| 516| 974|42| 1:1:b;2:5:d;2p:15:d;1p:10:b| GACHA| | 1:ability_regen;2:ability_regen_plus|30|55| n;n;s
Specimen_BE_07| Nezarim|240|20| BE|1746|60| 590| 949| 590| 949|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_07x[A-F][A-F]_*+BE_07x[A-F]_*| 1:ability_regen;2:ability_regen_plus|35|50| n;n;s
Specimen_BF_07| Mushbark|240|20| BF|1738|60| 575| 955| 575| 955|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_07x[A-F][A-F]_*+BF_07x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_CA_07| Rocky Botboa|310|20| CA|2431|60| 732| 1100| 732| 1100|42| 1:1:c;2:5:a;2p:15:a;1p:10:c| LEGEND| CA_07x[A-F][A-F]_*+CA_07x[A-F]_*| 1:ability_shield;2:ability_shield_plus|20|38| n;n;s
Specimen_CB_07| The Skeleton King|160|20| CB|1670|60| 621| 1052| 621| 1052|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| HEROIC| CB_07x[A-F][A-F]_*+CB_07x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|50| n;n;n;s
Specimen_CC_07| Spartac|300|0| CC|4630|60| 1800| 2700| 899:AOE| 1261:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_CD_07| Jack Ice|290|0| CD|4154|60| 1188| 1782| 1188| 1782|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_CE_07| Aran|230|20| CE|1423|60| 895| 1494| 895| 1494|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| HEROIC| CE_07x[A-F][A-F]_*+CE_07x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;n;s
Specimen_CF_07| Big Santa|210|0| CF|3306|60| 946| 1418| 946| 1418|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| SEASONAL| | 1:ability_retaliate;2:ability_retaliate_plus|-20|-35| n;n;s
Specimen_DA_07| Pugnisher|79|20| DA|1384|60| 185| 278| 185| 278|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| LEGEND| DA_07x[A-F][A-F]_*+DA_07x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|40| n;n;s
Specimen_DB_07| Lord Dragon|95|20| DB|995|60| 207| 303| 207| 303|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| HEROIC| DB_07x[A-F][A-F]_*+DB_07x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-25|-85| n;n;n;s
Specimen_DC_07| Noren|260|0| DC|4338|60| 1460| 2194| 1460| 2194|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| CAPTAINPEACE| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_DD_07| Baloonies|160|20| DD|1764|60| 454| 684| 260:AOE| 391:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_07x[A-F][A-F]_*+DD_07x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_DE_07| Captain Turk E.|185|20| DE|1926|60| 456| 684| 456| 684|42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_07x[A-F][A-F]_*+DE_07x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-15|-33| n;n;s
Specimen_DF_07| The Chimera|270|20| DF|1872|60| 587| 1326| 587| 1326|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_07x[A-F][A-F]_*+DF_07x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_EA_07| Captain Patriot|210|20| EA|2726|60| 479| 777| 479| 719|42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_07x[A-F][A-F]_*+EA_07x[A-F]_*| 1:ability_shield;2:ability_shield_plus|23|38| n;n;s
Specimen_EB_07| Starminator|175|20| EB|1794|60| 388| 633| 388| 633|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| LEGEND| EB_07x[A-F][A-F]_*+EB_07x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|35| n;n;s
Specimen_EC_07| Starscream|250|20| EC|1622|60| 580| 870| 580| 870|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_07x[A-F][A-F]_*+EC_07x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_ED_07| Paramic|120|20| ED|1634|60| 220| 332| 220| 332|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_07x[A-F][A-F]_*+ED_07x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|50| n;n;s
Specimen_EE_07| Marship Mallow|150|20| EE|1756|60| 361| 543| 208:AOE| 310:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| PVP| EE_07x[A-F][A-F]_*+EE_07x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EF_07| Kal Wayne|220|20| EF|1887|60| 497| 746| 497| 746|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_07x[A-F][A-F]_*+EF_07x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|32| n;n;s
Specimen_FA_07| Dr. Frost|225|20| FA|2117|60| 515| 860| 515| 860|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_07x[A-F][A-F]_*+FA_07x[A-F]_*| 1:ability_shield;2:ability_shield_plus|25|45| n;n;s
Specimen_FB_07| The Fates|170|20| FB|1813|60| 311| 567| 311| 567|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_07x[A-F][A-F]_*+FB_07x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-17|-28| n;n;s
Specimen_FC_07| Amarok|140|20| FC|1389|60| 299| 450| 299| 450|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_07x[A-F][A-F]_*+FC_07x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_FD_07| Phoenix|250|1000| FD|2016|60| 5| 1355| 5| 1355|42| 1:1:f;2:1:d;2p:15:d;1p:15:f| HEROIC| FD_07x[A-F][A-F]_*+FD_07x[A-F]_*| 1:ability_regen;2:ability_regen_plus|25|45| n;n;n;s
Specimen_FE_07| Bug's King|200|20| FE|1802|60| 496| 746| 496| 746|42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_07x[A-F][A-F]_*+FE_07x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-18|-28| n;n;s
Specimen_FF_07| Geomega|290|0| FF|4093|60| 1493| 2439| 746:AOE| 1719:AOE|42| 1:1:f;2:5:f;1p:10:f;2p:15:f| CAPTAINPEACE| | 1:ability_weaken;2:ability_weaken_plus|-15|-22| n;n;s
Specimen_A_07| No Name|300|0| A|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| SEASONAL| | 1:ability_shield;2:ability_shield_plus|20|30| n;n;s
Specimen_B_07| No Name|300|0| B|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| SEASONAL| | 1:ability_regen;2:ability_regen_plus|25|35| n;n;s
Specimen_C_07| No Name|300|0| C|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| SEASONAL| | 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_D_07| No Name|300|0| D|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| SEASONAL| | 1:ability_slash;2:ability_slash_plus|-20|-30| n;n;s
Specimen_E_07| No Name|300|0| E|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| SEASONAL| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_F_07| No Name|300|0| F|1824|60| 684| 1026| 342:AOE| 513:AOE|42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| SEASONAL| | 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_AA_08| R0B-H4N Sentinel|180|20| AA|1909|60| 604| 1208| 409:AOE| 621:AOE|42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_08x[A-F][A-F]_*+AA_08x[A-F]_*| 1:ability_shield;2:ability_shield_plus|25|45| n;n;s
Specimen_AB_08| High Gravelord|160|20| AB|1533|60| 332| 791| 332| 791|42| 1:1:a;2:5:b;2p:15:b;1p:10:a| LEGEND| AB_08x[A-F][A-F]_*+AB_08x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-22|-33| n;n;s
Specimen_AC_08| Blender|140|20| AC|1225|60| 291| 437| 291| 437|42| 1:1:a;2:5:c;2p:15:c;1p:10:a| LEGEND| AC_08x[A-F][A-F]_*+AC_08x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-20|-30| n;n;s
Specimen_AD_08| Kitty Ranger|150|20| AD|1616|60| 314| 472| 314| 472|42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_08x[A-F][A-F]_*+AD_08x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_AE_08| Andromeda|140|20| AE|1065|60| 455| 661| 455| 661|42| 1:1:a;2:5:e;2p:15:e;1p:10:a| HEROIC| AE_08x[A-F][A-F]_*+AE_08x[A-F]_*| 1:ability_shield;2:ability_shield_plus|50|80| n;n;n;s
Specimen_AF_08| H0ud1n1|130|20| AF|1693|60| 402| 603| 402| 603|42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_08x[A-F][A-F]_*+AF_08x[A-F]_*| 1:ability_shield;2:ability_shield_plus|15|20| n;n;s
Specimen_BA_08| Naraxis|170|20| BA|1848|60| 335| 543| 335| 543|42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_08x[A-F][A-F]_*+BA_08x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|60| n;n;s
Specimen_BB_08| Plague Witch|210|20| BB|1798|60| 389| 795| 228:AOE| 484:AOE|42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_08x[A-F][A-F]_*+BB_08x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|55| n;n;s
Specimen_BC_08| Thrann|250|20| BC|1482|60| 539| 962| 539| 962|42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_08x[A-F][A-F]_*+BC_08x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-22|-35| n;n;s
Specimen_BD_08| Runt and Cerebro|210|20| BD|1657|60| 471| 707| 471| 707|42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_08x[A-F][A-F]_*+BD_08x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-50| n;n;s
Specimen_BE_08| Dug Dario|220|20| BE|1929|60| 500| 751| 500| 751|42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_08x[A-F][A-F]_*+BE_08x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|55| n;n;s
Specimen_BF_08| Van Helsing|210|20| BF|1913|60| 519| 810| 519| 810|42| 1:1:b;2:5:f;2p:15:f;1p:10:b| LEGEND| BF_08x[A-F][A-F]_*+BF_08x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-20|-30| n;n;s
Specimen_CA_08| Makino|120|20| CA|931|60| 243| 786| 243| 786|42| 1:1:c;2:5:a;2p:15:a;1p:10:c| LEGEND| CA_08x[A-F][A-F]_*+CA_08x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CB_08| Wrath|270|20| CB|1463|60| 1020| 1530| 1020| 1530|42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_08x[A-F][A-F]_*+CB_08x[A-F]_*| 1:ability_shield;2:ability_shield_plus|22|35| n;n;s
Specimen_CC_08| Yokozuna|130|20| CC|1594|60| 329| 493| 189:AOE| 281:AOE|42| 1:1:c;2:5:c;1p:10:c;2p:15:c| PVP| CC_08x[A-F][A-F]_*+CC_08x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_CD_08| Drall|250|20| CD|2752|60| 668| 1002| 668| 1002|42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_08x[A-F][A-F]_*+CD_08x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus|-15|-25| n;n;s
Specimen_CE_08| Nameless King|215|20| CE|1551|60| 622| 933| 622| 933|42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| CE_08x[A-F][A-F]_*+CE_08x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|37| n;n;s
Specimen_CF_08| Wynn|300|20| CF|2195|60| 723| 1085| 723| 1085|42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_08x[A-F][A-F]_*+CF_08x[A-F]_*| 1:ability_regen;2:ability_regen_plus|27|37| n;n;s
Specimen_DA_08| Asaylan|200|20| DA|1266|60| 805| 1206| 805| 1206|42| 1:1:d;2:5:a;2p:15:a;1p:10:d| HEROIC| DA_08x[A-F][A-F]_*+DA_08x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-50|-100| n;n;n;s
Specimen_DB_08| Deadnosaur|280|20| DB|2032|60| 615| 923| 615| 923|42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_08x[A-F][A-F]_*+DB_08x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_DC_08| Sanik|170|20| DC|2369|60| 367| 551| 367| 551|42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_08x[A-F][A-F]_*+DC_08x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-40|-60| n;n;s
Specimen_DD_08| Rhinotaure|250|20| DD|3134|60| 668| 1053| 334:AOE| 650:AOE|42| 1:1:d;2:5:d;1p:10:d;2p:15:d| LEGEND| DD_08x[A-F][A-F]_*+DD_08x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-15|-25| n;n;s
Specimen_DE_08| Cosmopandas|110|20| DE|1023|60| 199| 585| 199| 585|42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_08x[A-F][A-F]_*+DE_08x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_DF_08| Chantecler|280|20| DF|1982|60| 987| 1381| 987| 1381|42| 1:1:d;2:5:f;2p:15:f;1p:10:d| HEROIC| DF_08x[A-F][A-F]_*+DF_08x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;n;s
Specimen_EA_08| Lady Liberty|260|0| EA|3665|60| 1228| 1842| 1228| 1842|42| 1:1:e;2:5:a;2p:15:a;1p:10:e| SEASONAL| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EB_08| Dr. Nucleus|260|0| EB|4234|60| 1518| 2227| 1518| 2227|42| 1:1:e;2:5:b;2p:15:b;1p:10:e| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EC_08| Spectre|120|20| EC|687|60| 533| 852| 533| 852|42| 1:1:e;2:5:c;2p:15:c;1p:10:e| HEROIC| EC_08x[A-F][A-F]_*+EC_08x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|22|33| n;n;n;s
Specimen_ED_08| Sgt. Pandamonium|140|20| ED|1526|60| 425| 637| 425| 637|42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_08x[A-F][A-F]_*+ED_08x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
Specimen_EE_08| Golemagnus|290|20| EE|2415|60| 800| 1201| 459:AOE| 690:AOE|42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_08x[A-F][A-F]_*+EE_08x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus|20|30| n;n;s
Specimen_EF_08| Seiyatsu|100|0| EF|2183|60| 381| 872| 381| 872|42| 1:1:e;2:5:f;2p:15:f;1p:10:e| CAPTAINPEACE| | 1:ability_retaliate;2:ability_retaliate_plus|-17|-25| n;n;s
Specimen_FA_08| FootBot|160|20| FA|1453|60| 311| 469| 311| 469|42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_08x[A-F][A-F]_*+FA_08x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_FB_08| Gozer|200|20| FB|1879|60| 403| 724| 403| 724|42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_08x[A-F][A-F]_*+FB_08x[A-F]_*| 1:ability_regen;2:ability_regen_plus|30|55| n;n;s
Specimen_FC_08| Kudamono|200|20| FC|1722|60| 507| 761| 507| 761|42| 1:1:f;2:5:c;2p:15:c;1p:10:f| LEGEND| FC_08x[A-F][A-F]_*+FC_08x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus|-15|-25| n;n;s
Specimen_FD_08| Omikami|260|20| FD|1857|60| 569| 852| 569| 852|42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_08x[A-F][A-F]_*+FD_08x[A-F]_*| 1:ability_slash;2:ability_slash_plus|-20|-40| n;n;s
