Specimen| Name| spX100| odds| dna| lifePoint| incubMin| atk1| atk1p| atk2| atk2p| bank| unlockAttack| type| recipes| abilities| abilityPct1| abilityPct2| orbSlots| Attack1p_name| Attack2p_name| Description
Specimen_FF_08| Firestorm| 160| 20| FF| 1640| 60| 425| 640| 245:AOE| 368:AOE| 42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_08x[A-F][A-F]_*+FF_08x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| Flamethrower| Eruption| Being cursed by a wizard was certainly the last thing Jane needed. The poor young woman had to take refuge in an abandoned house after she lost herself in the mountains. Now, she knows that you should not make fun of a magician's hat.
Specimen_A_08| No Name| 300| 20| A| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_B_08| No Name| 300| 20| B| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_C_08| No Name| 300| 20| C| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_D_08| No Name| 300| 20| D| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_E_08| No Name| 300| 20| E| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_F_08| No Name| 300| 20| F| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_AA_09| H.U.N.T.3.R| 130| 20| AA| 1938| 60| 453| 679| 260:AOE| 391:AOE| 42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_09x[A-F][A-F]_*+AA_09x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 10| 15| n;n;s| Double railgun| Anti-arena missiles| Some weapons are banned by the international community. This is the case of H.U.N.T.3.R... The code name of this project reclassified in the arena fights however remains top secret.
Specimen_AB_09| Grumpy Claus| 230| 0| AB| 3760| 60| 1119| 1679| 1119| 1679| 42| 1:1:a;2:5:b;2p:15:b;1p:10:a| SEASONAL| | 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Merry Laser| Spicy gifts!| For Grumpy Claus the magic of Christmas is mostly about having a good fight with other mutants. Watch out for his spicy presents, his generosity gets very dangerous around Christmas time.
Specimen_AC_09| Optimus Zord| 160| 20| AC| 1761| 60| 310| 567| 310| 567| 42| 1:1:a;2:5:c;2p:15:c;1p:10:a| LEGEND| AC_09x[A-F][A-F]_*+AC_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| Ranger Blade| Power Cannon| Arrived on Earth in searching for his war brothers, Optimus Zord enters the ring! Let's hope that his growing fame reaches his kind before he finishes in a scrap metal pile.
Specimen_AD_09| Carcinus Gigas| 190| 20| AD| 2569| 60| 583| 873| 583| 873| 42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_09x[A-F][A-F]_*+AD_09x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 35| n;n;s| Vise Grip| Ocean Tackle| Who would have known that an octopus this small can also be this intélligent. Protected in his glass tank, he controls Carcinus Gigas, the crustaceous robot as if it was his own body. Be careful of his claws, one is metal but the other one could behead the most powerful of your mutants!
Specimen_AE_09| Centaurus| 190| 20| AE| 2383| 60| 443| 741| 443| 741| 42| 1:1:a;2:5:e;2p:15:e;1p:10:a| LEGEND| AE_09x[A-F][A-F]_*+AE_09x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 22| 40| n;n;s| Star Rush| Supersonic Cannon| Cybernetically enhanced Centurion, he is at the head of Proxima Centauri troops. His goal is to bring back order in the galaxy.
Specimen_AF_09| Steam Warlord| 225| 20| AF| 2415| 60| 606| 906| 606| 906| 42| 1:1:a;2:5:f;2p:15:f;1p:10:a| HEROIC| AF_09x[A-F][A-F]_*+AF_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -30| -45| n;n;n;s| Burning Spatter| Toxic Steam| This extremely smart and malicious warrior lives only for battles in the arena. Only he knows the recipe of the toxic fumes that he uses to obliterate all kinds of mutants. His heavy equipment also enables him to withstand blows.
Specimen_BA_09| Excavalypse| 300| 20| BA| 2312| 60| 814| 1221| 814| 1221| 42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_09x[A-F][A-F]_*+BA_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 48| n;n;s| Stinking Reflux| Mechanical Bite| Experiences on Undead genes are strictly controlled, but it seems like a mad scientist conducted illegal experiments in its garage. The result is a highly dangerous spore that ended up contaminating a construction vehicle, giving birth to this horrific hybrid creature.
Specimen_BB_09| Frankenhuahua| 110| 20| BB| 1571| 60| 344| 515| 148:AOE| 296:AOE| 42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_09x[A-F][A-F]_*+BB_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 60| n;n;s| Furry Charge| Puppy's Hunger| This creature decided to get rid of his master prematurely, after he tried to dress him up with a pink dots outfit. This companion, fierce despite its small size, prefers fresh flesh to strokes.
Specimen_BC_09| The Collector| 260| 20| BC| 2138| 60| 675| 1012| 675| 1012| 42| 1:1:b;2:5:c;2p:15:c;1p:10:b| LEGEND| BC_09x[A-F][A-F]_*+BC_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 48| n;n;s| Souls Reflux| Cleaver Hit| Straight out of the catacombs, the Collector gathers all the souls of the mutants who dare stand in his way. Beware of the angry souls he captured. They can throw dreadful deadly curses.
Specimen_BD_09| Hellmaw| 140| 20| BD| 1499| 60| 282| 453| 282| 453| 42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_09x[A-F][A-F]_*+BD_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -50| n;n;s| Mortal Howl| Maul| Coming from bowels of the Earth, this monster feeds by devouring the still roaming souls of our realm. Be careful, its disproportionate jaw could tear away your arm as you tear away weeds.
Specimen_BE_09| Pyrothrope| 220| 20| BE| 1924| 60| 529| 863| 529| 863| 42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_09x[A-F][A-F]_*+BE_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -25| n;n;s| Memory of the dead| Bio Cannon| By feeding on corpses, this squalid creature is able to produce a chemical substance igniting in the contact of the air. Some people have survived from this bio fire, living in endless pain.
Specimen_BF_09| Calaca| 270| 0| BF| 4348| 60| 1469| 2204| 1469| 2204| 42| 1:1:b;2:5:f;2p:15:f;1p:10:b| CAPTAINPEACE| | 1:ability_regen;2:ability_regen_plus| 35| 50| n;n;s| Vanitas| Maldición de la muerte| The king of the Day of the Dead appears every year to celebrate with the living. He has plans for spectacular skeletal appearances!
Specimen_CA_09| Big Bo$$| 290| 0| CA| 4157| 60| 1515| 2273| 1515| 2273| 300| 1:1:c;2:5:a;2p:15:a;1p:10:c| CAPTAINPEACE| CA_09x[A-F][A-F]_*+CA_09x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Black Jab| Royal Flush| "An iron hand in an iron glove", has said the new owner of Genetic City's casino. Don't even think about cheating once you're inside, you would lose the use of your hands before having placed your first bid...
Specimen_CB_09| Jane Saw| 240| 20| CB| 2174| 60| 617| 926| 617| 926| 42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_09x[A-F][A-F]_*+CB_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 45| n;n;s| Chainsaw Slash| Deadly Rodeo| You would have to be crazy to try to steal Jane's ride. This demon tried to start a career in Hollywood slasher movies. But she didn't succeed as she wasn't allowed to actually kill anyone. She came to compete in the arena in order to fulfill her need for souls.
Specimen_CC_09| Lancelot| 180| 20| CC| 1650| 60| 954| 1431| 358:AOE| 715:AOE| 42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_09x[A-F][A-F]_*+CC_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -35| n;n;s| Divine Arrow| Judgment Rain| A powerful knight of the ancient world. He comes to bring down his enemies with his heavy lance of judgment. He will destroy anyone who stands between him and his love.
Specimen_CD_09| Mon-Key Crew| 150| 20| CD| 1471| 60| 341| 897| 341| 897| 42| 1:1:c;2:5:d;2p:15:d;1p:10:c| LEGEND| CD_09x[A-F][A-F]_*+CD_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -12| -23| n;n;s| Slash on board!| Party Punch| This fierce crew of primates is not letting anyone stand on their tails! Some say they ran away together from a laboratory after they were refused their rations of bananas.
Specimen_CE_09| Tsar Bomba| 230| 20| CE| 1867| 60| 608| 911| 608| 911| 42| 1:1:c;2:5:e;2p:15:e;1p:10:c| LEGEND| CE_09x[A-F][A-F]_*+CE_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -40| n;n;s| Hammerang| Magic Shockwave| The strength of Tsar Bomba is legendary. Her charisma a little less. In the arena, its hammer is a destructive asset, while its mechanized members allow her to handle it with power and dexterity.
Specimen_CF_09| The Keymaster| 280| 20| CF| 1860| 60| 698| 1040| 698| 1040| 42| 1:1:c;2:5:f;2p:15:f;1p:10:c| LEGEND| CF_09x[A-F][A-F]_*+CF_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| Key of the gate| Key of the mind| Guardian of time and space, the Keymaster exists only for a reason: protect the doors of time. Whoever would cross them could have a catastrophic impact on the world as we know it. Some say that he entered the arena in search of somebody, or something...
Specimen_DA_09| Sound Killah| 290| 0| DA| 2136| 60| 1358| 2009| 1358| 2009| 42| 1:1:d;2:5:a;2p:15:a;1p:10:d| GACHA| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Banana'valanche| Drop the bass| Sound Killah is the king of the spacial jungle. He brings a loud and fruity sound in all arenas since his solo musical career failed.
Specimen_DB_09| Horax| 260| 20| DB| 2028| 60| 673| 1010| 673| 1010| 42| 1:1:d;2:5:b;2p:15:b;1p:10:d| LEGEND| DB_09x[A-F][A-F]_*+DB_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Desperate Attempt| Putrid Grip| Zombies are reknown for not being very reactive. But beware of Horax, that seems to be hosting a mind-controlling insect. One scratch, and a desease spreads easily to the opponent. Or should we say future host?
Specimen_DC_09| Master Shinzo| 120| 20| DC| 1563| 60| 269| 406| 269| 406| 42| 1:1:d;2:5:c;2p:15:c;1p:10:d| LEGEND| DC_09x[A-F][A-F]_*+DC_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Pressure Point| Dancing Sabers| Master Shinzo did not hold a weapon since many years, dedicating its life to more spiritual activities.\nBut when its youngest protégé was abducted, he decided to join the arena and practice ancient art of war before taking revenge.
Specimen_DD_09| Mister T-Ger| 130| 20| DD| 1754| 60| 329| 493| 195:AOE| 296:AOE| 42| 1:1:d;2:5:d;1p:10:d;2p:15:d| PVP| DD_09x[A-F][A-F]_*+DD_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Punch of the Tiger| Claws of the Tiger| Former cop, known for his taste in fights, he is actually a rough diamond. He doesn't drink alcohol, but prefers milk instead. This powerful tiger can't stand injustice, he works hard to help young tigers in difficulty, sharing the takings from his fights.
Specimen_DE_09| Zigmo| 120| 20| DE| 1467| 60| 219| 329| 219| 329| 42| 1:1:d;2:5:e;2p:15:e;1p:10:d| LEGEND| DE_09x[A-F][A-F]_*+DE_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -55| n;n;s| Furry Fury| Optical Beam| Darwin: " I hate these fluffy balls! They eat everything and multiply at an uncontrollable speed! I wish I didn't buy one of my journey on Praetoria. "
Specimen_DF_09| Quetzalcoatl| 200| 20| DF| 1746| 60| 437| 657| 437| 657| 42| 1:1:d;2:5:f;2p:15:f;1p:10:d| LEGEND| DF_09x[A-F][A-F]_*+DF_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -50| n;n;s| Celestial Assault| Mystic Breath| This ancient Aztec God of strength and celestial fire is now a fighter in the arena. Who knows how many sacrifices were necessary for him to appear...
Specimen_EA_09| Captain Gorn| 170| 20| EA| 1836| 60| 400| 600| 400| 600| 42| 1:1:e;2:5:a;2p:15:a;1p:10:e| LEGEND| EA_09x[A-F][A-F]_*+EA_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -50| n;n;s| Acid Stream| Tail Lash| This space computer network hacker uses his mechanical arm to infiltrate the servers that overprotect the galaxy. His aim is to reveal to the citizens of the world the secret plots that the governments hide from them.
Specimen_EB_09| Queen Sylvidra| 280| 20| EB| 2302| 60| 699| 1148| 699| 1148| 42| 1:1:e;2:5:b;2p:15:b;1p:10:e| HEROIC| EB_09x[A-F][A-F]_*+EB_09x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 40| 60| n;n;n;s| Shadowburn| Lifeleech| Ruler of an ancient extraterrestrial race, she was banished from her own land after her people knew of her power. Indeed, just after being poisoned, she learnt that she had the ability to suck up life from living beings surrounding her to extend her own. Now in exile on a state of semi-life, she fights to keep on living.
Specimen_EC_09| Shieldcalibur| 210| 20| EC| 2011| 60| 519| 780| 519| 780| 42| 1:1:e;2:5:c;2p:15:c;1p:10:e| LEGEND| EC_09x[A-F][A-F]_*+EC_09x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -40| n;n;s| Battle Shout| Sword Mastery| What a strange knight. This warrior is actually a mineral and symbiotic form of life which took control of the man who had the misfortune to pull the sword from the meteor in which it was planted. He possesses, however a code of honor which he never seems to break.
Specimen_ED_09| Rox McRain| 120| 20| ED| 1397| 60| 264| 396| 264| 396| 42| 1:1:e;2:5:d;2p:15:d;1p:10:e| LEGEND| ED_09x[A-F][A-F]_*+ED_09x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Plasma shots| Naginata attack| Rox McRain was originally a bodyguard for an extra-terrestrial mining magnate. Competitors having nuked his boss during his one day of annual holiday, he reconverts in the fight in arena. He now excels in these battles to death.
Specimen_EE_09| Megastral| 280| 20| EE| 2539| 60| 900| 1351| 451:AOE| 675:AOE| 42| 1:1:e;2:5:e;1p:10:e;2p:15:e| LEGEND| EE_09x[A-F][A-F]_*+EE_09x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Astralavista| Voiding| This entity uses dark matter to exist, but also to fight. His attacks destroy the enemy on a quantum scale! Who knows what effects this mysterious matter will have on your cells?
Specimen_EF_09| Mage Ryzafredd| 240| 20| EF| 1864| 60| 590| 884| 590| 884| 42| 1:1:e;2:5:f;2p:15:f;1p:10:e| LEGEND| EF_09x[A-F][A-F]_*+EF_09x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| Mystic Burst| Pyroblast| Mage Ryzafredd has managed to channel the magical energy that runs through his body to better neutralize his enemies. It is said that the concentration of energy at the level of his head is purely aesthetic ... to each his own!
Specimen_FA_09| Zenguru| 200| 20| FA| 1785| 60| 484| 727| 484| 727| 42| 1:1:f;2:5:a;2p:15:a;1p:10:f| LEGEND| FA_09x[A-F][A-F]_*+FA_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Spiritual Blow| Charming Blast| Zenguru has mastered telekinesis perfectly. You will be hypnotized by the magnificent dance of his swords, except of course if his techno-cobra killed you before.
Specimen_FB_09| Hadeath| 240| 20| FB| 2297| 60| 689| 1035| 689| 1035| 42| 1:1:f;2:5:b;2p:15:b;1p:10:f| LEGEND| FB_09x[A-F][A-F]_*+FB_09x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Twirling scythe| Breaking souls| "If you want something done right, you have to do it yourself!". The ancient sovereign of the underworld finds that the bandwidth of souls entering his kingdom is not high enough... To increase it, it is enough for him to establish a new connection with our world, in the person of Hadeath.
Specimen_FC_09| Gorthaur the Cruel| 300| 0| FC| 1937| 60| 1291| 1937| 1291| 1937| 42| 1:1:f;2:5:c;2p:15:c;1p:10:f| GACHA| | 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| All seeing eye| Morgoth Mace| Although he inspires fear in his opponents hearts, few know the real face of Gorthaur. This former man was corrupted by the demonic powers, urging him to conquer the world with an army of monsters.
Specimen_FD_09| Draco Mage| 250| 20| FD| 1752| 60| 579| 870| 579| 870| 42| 1:1:f;2:5:d;2p:15:d;1p:10:f| LEGEND| FD_09x[A-F][A-F]_*+FD_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Energy ball| Dragon's Charge| The Draco Mage is born of a long line of wizard dragons, bred to protect their masters and their treasures. This extraordinary reptile is a timeless ally for any Psy-Captain.
Specimen_FE_09| Xeleroth| 290| 20| FE| 2145| 60| 769| 1153| 769| 1153| 42| 1:1:f;2:5:e;2p:15:e;1p:10:f| LEGEND| FE_09x[A-F][A-F]_*+FE_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Cursed Scepter| Irradiant Beam| No one knows where the Xeleroth comes from... Rumors say that this devastating mage would be a creature from another dimension. Its scepter seems indeed made from an unknown material. Fools who attempted to steal this weapon have been found carbonized.
Specimen_FF_09| Liquidator| 215| 20| FF| 2279| 60| 669| 1123| 384:AOE| 575:AOE| 42| 1:1:f;2:5:f;1p:10:f;2p:15:f| LEGEND| FF_09x[A-F][A-F]_*+FF_09x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -15| -25| n;n;s| Ice wave| Water beam| The Liquidator is an elementary of water, the only one of its kind to have crossed the ages until the 24th century. Some genetic retouches have made him the perfect arena fighter. Beware of drowning!
Specimen_A_09| No Name| 300| 20| A| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:a;2:5:neutre;1p:10:a;2p:15:neutre| LEGEND| | 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| | | no description
Specimen_B_09| No Name| 300| 20| B| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:b;2:5:neutre;1p:10:b;2p:15:neutre| LEGEND| | 1:ability_regen;2:ability_regen_plus| 25| 35| n;n;s| | | no description
Specimen_C_09| No Name| 300| 20| C| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:c;2:5:neutre;1p:10:c;2p:15:neutre| LEGEND| | 1:ability_retaliate;2:ability_retaliate_plus| -15| -25| n;n;s| | | no description
Specimen_D_09| No Name| 300| 20| D| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:d;2:5:neutre;1p:10:d;2p:15:neutre| LEGEND| | 1:ability_slash;2:ability_slash_plus| -20| -30| n;n;s| | | no description
Specimen_E_09| No Name| 300| 20| E| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:e;2:5:neutre;1p:10:e;2p:15:neutre| LEGEND| | 1:ability_strengthen;2:ability_strengthen_plus| 20| 30| n;n;s| | | no description
Specimen_F_09| No Name| 300| 20| F| 1130| 60| 312| 468| 342:AOE| 513:AOE| 42| 1:1:f;2:5:neutre;1p:10:f;2p:15:neutre| LEGEND| | 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| | | no description
Specimen_AA_10| ED-404| 250| 20| AA| 2888| 60| 950| 1425| 554:AOE| 841:AOE| 42| 1:1:a;2:5:a;1p:10:a;2p:15:a| LEGEND| AA_10x[A-F][A-F]_*+AA_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Pacifier Cannon| Spray and Pray| ED-404 is the result of a serie of unfortunate mistakes: first designed as a military weapon which was too costly, it was recycled as a law enforcement robot but caused so much damage during its first demo that the project was abandoned. Its destruction ability is not a problem in the arena though, as long as its cannons and machineguns are locked on its opponents!
Specimen_AB_10| S-K-Venger| 290| 20| AB| 2125| 60| 890| 1395| 890| 1395| 42| 1:1:a;2:5:b;2p:15:b;1p:10:a| LEGEND| AB_10x[A-F][A-F]_*+AB_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 22| 35| n;n;s| Rip and Shred| Metal-Melting Laser| Formerly used as a scavenging unit in hostile environment, SK-Venger, with some minor tweaks in the Labs, could also be a powerful adversary in the arena as his tools to disassemble metal equipment worked quite well on his opponents too!
Specimen_AC_10| Sergeant Dusk| 200| 20| AC| 1814| 60| 786| 1287| 786| 1287| 42| 1:1:a;2:5:c;2p:15:c;1p:10:a| HEROIC| AC_10x[A-F][A-F]_*+AC_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -25| -40| n;n;n;s| Tactical Assault| Deadly Gun Turret| Dusk is a brave and faithful ally. This soldier used to be specialised in dangerous rescue missions on newly discovered planets. But now the business is low and fighting in arenas is so much more fun!
Specimen_AD_10| Hippopotank| 290| 20| AD| 2477| 60| 820| 1229| 820| 1229| 42| 1:1:a;2:5:d;2p:15:d;1p:10:a| LEGEND| AD_10x[A-F][A-F]_*+AD_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 30| n;n;s| Hippo Gun| Hippo Charge| By dint of the ill-treatment inflicted on him in the zoo that kept him prisoner, this animal became incredibly aggressive. Rather than euthanasia, the owner of the zoo prefers to take advantage of this murderous madness in the arena fights ... With a small bonus equippement, Hippopotank has become a dreaded opponent!
Specimen_AE_10| Akai-Bot| 200| 0| AE| 4200| 60| 1041| 1562| 1041| 1562| 42| 1:1:a;2:5:e;2p:15:e;1p:10:a| CAPTAINPEACE| | 1:ability_strengthen;2:ability_strengthen_plus| 30| 45| n;n;s| Slice it up| Super Speed Slice| The Akai-Bot is one of the deadliest machines ever created. A combination of extended knowledge of ancient martial arts and nuclear power. The fast moves of his blades can take down any mutants. Can you take the responsibility of having such power in your hands?
Specimen_AF_10| El Veneno| 180| 20| AF| 1733| 60| 399| 622| 399| 622| 42| 1:1:a;2:5:f;2p:15:f;1p:10:a| LEGEND| AF_10x[A-F][A-F]_*+AF_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 20| 35| n;n;s| Chemical Grenade| Fetid Wave| This fighter is equipped with a toxic and explosive matter. It is said that El Veneno created this cocktail by mixing kale juice with his super synthetic proteins. He is the only one able to digest it and uses it to destroy his enemies.
Specimen_BA_10| Hellsaw| 245| 20| BA| 2585| 60| 732| 1098| 732| 1098| 42| 1:1:b;2:5:a;2p:15:a;1p:10:b| LEGEND| BA_10x[A-F][A-F]_*+BA_10x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 30| 55| n;n;s| Ghost Chainsawing| Accelerated Slashing| Specifically designed for arena battles, Hellsaw combines the toughness of a skeletal warrior with the destruction capacity of a ghost chainsaw. Quite an explosive mix!
Specimen_BB_10| T-3rr0r| 170| 20| BB| 2840| 60| 440| 691| 253:AOE| 404:AOE| 42| 1:1:b;2:5:b;1p:10:b;2p:15:b| LEGEND| BB_10x[A-F][A-F]_*+BB_10x[A-F]_*| 1:ability_weaken;2:ability_weaken_plus| -20| -30| n;n;s| Fire-eater| Son's jaws| T-3rr0r is clearly a monstrosity resulting from failed experiments. However, he has certain skills that make him escape the incinerator of the laboratory. So we can find him in the arena, where his newborn face can destabilize the opponent ...
Specimen_BC_10| King Lulu| 290| 20| BC| 1981| 60| 1113| 1644| 1113| 1644| 42| 1:1:b;2:5:c;2p:15:c;1p:10:b| HEROIC| BC_10x[A-F][A-F]_*+BC_10x[A-F]_*| 1:ability_regen;2:ability_regen_plus| 25| 40| n;n;n;s| King of the Hill| Royal Chopper| The story of King Lulu is tragic ... He was a loved and respected sovereign, until the loss of loved ones. Since then, his insatiable rage has made him volunteer to become a combat mutant, in order to be able to let off steam on his opponents.
Specimen_BD_10| Waryena| 290| 20| BD| 2222| 60| 806| 1210| 806| 1210| 42| 1:1:b;2:5:d;2p:15:d;1p:10:b| LEGEND| BD_10x[A-F][A-F]_*+BD_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Rip the flesh!| Hyena's terror| The mighty Waryena comes from a ruthless land. Fighting for survival since her birth. She is angry and fearless. She learned to tear and digest any kind of flesh like a great white shark. This mutant is no ordinary hyena. Some even argue that her species come from an age as old as the dinosaurs.
Specimen_BE_10| Overkill| 290| 20| BE| 2208| 60| 924| 1386| 924| 1386| 42| 1:1:b;2:5:e;2p:15:e;1p:10:b| LEGEND| BE_10x[A-F][A-F]_*+BE_10x[A-F]_*| 1:ability_strengthen;2:ability_strengthen_plus| 25| 37| n;n;s| Burst Mode| Space Cannon| "Guns! More guns!" is the usual solution of Overkill to ANY problem he encounters. This would be a shame if he wasn't so successful in his career as a space bounty hunter and now in the arena.
Specimen_BF_10| The Undertaker| 300| 0| BF| 2657| 60| 951| 1426| 951| 1426| 42| 1:1:b;2:5:f;2p:15:f;1p:10:b| GACHA| | 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Grave-Digging| In the name of Death| The Undertaker is always on the lookout for new clients! Fighting in the arenas is a great way to collect new souls... Maybe you'll end up in one of his coffins? He always keeps them, ready for use, on his back.
Specimen_CA_10| Altaris| 300| 20| CA| 2315| 60| 1238| 1907| 1238| 1907| 42| 1:1:c;2:5:a;2p:15:a;1p:10:c| HEROIC| CA_10x[A-F][A-F]_*+CA_10x[A-F]_*| 1:ability_shield;2:ability_shield_plus| 20| 35| n;n;n;s| Thunder Claw| Charge Beam| A thousand year-old warrior, Altarisse was left with no choice but to upload his personality to this robotic body. After many decades of fighting, he gradually lost his mind, turning into a war machine with one sole purpose: to kill his opponents.
Specimen_CB_10| Frankendwarf| 260| 20| CB| 2169| 60| 720| 1080| 720| 1080| 42| 1:1:c;2:5:b;2p:15:b;1p:10:c| LEGEND| CB_10x[A-F][A-F]_*+CB_10x[A-F]_*| 1:ability_slash;2:ability_slash_plus| -20| -40| n;n;s| Hack and saw| Big headache| Frankendwarf is a mutant who has improved himself by taking from his opponents the organs that was usefull for him. On the other hand, no need to head! He prefers to add them to his collection. He loves it so much that he did it for his own head!
Specimen_CC_10| Urgan| 260| 20| CC| 2406| 60| 1126| 1599| 569:AOE| 853:AOE| 42| 1:1:c;2:5:c;1p:10:c;2p:15:c| LEGEND| CC_10x[A-F][A-F]_*+CC_10x[A-F]_*| 1:ability_retaliate;2:ability_retaliate_plus| -15| -20| n;n;s| Assassin's Blade| Devastating Throws| Urgan served as a scout in his orc tribe, as his quickness allowed him to get out of harm's way when his brothers couldn't. Captured and thrown in the arena, his unusual style for an orc and his muscle structure work wonders.
